SQL Query,Injection Type,Vulnerability Status
SELECT * FROM products WHERE product_name = 'Laptop';,None,No
UPDATE employees SET position = 'Manager' WHERE emp_id = 3;,None,No
DELETE FROM carts WHERE cart_id = 10;,None,No
SELECT * FROM accounts WHERE account_status = 'active';,None,No
SELECT * FROM orders WHERE total_amount > 500;,None,No
SELECT customer_id FROM invoices WHERE invoice_id = 200;,None,No
SELECT product_name FROM products WHERE category = 'Electronics';,None,No
SELECT * FROM feedback WHERE rating = 5;,None,No
"INSERT INTO customers (first_name, last_name, email) VALUES ('John', 'Doe', 'john@example.com');",None,No
SELECT * FROM employees WHERE hire_date = '2020-01-15';,None,No
"SELECT product_id, stock FROM inventory WHERE stock < 50;",None,No
UPDATE products SET price = 19.99 WHERE product_id = 5;,None,No
DELETE FROM orders WHERE order_status = 'cancelled';,None,No
SELECT * FROM invoices WHERE due_date = '2023-12-31';,None,No
"INSERT INTO payments (order_id, amount) VALUES (123, 150.00);",None,No
SELECT * FROM users WHERE user_role = 'admin';,None,No
SELECT * FROM categories WHERE parent_category_id = 1;,None,No
SELECT COUNT(*) FROM employees WHERE department_id = 2;,None,No
DELETE FROM logs WHERE log_date < '2022-01-01';,None,No
SELECT email FROM users WHERE user_id = 10;,None,No
SELECT * FROM products WHERE in_stock = true;,None,No
SELECT first_name FROM customers WHERE last_name = 'Smith';,None,No
UPDATE accounts SET account_type = 'premium' WHERE account_id = 2;,None,No
SELECT * FROM orders WHERE shipping_address IS NOT NULL;,None,No
DELETE FROM products WHERE discontinued = true;,None,No
SELECT COUNT(*) FROM orders WHERE order_status = 'shipped';,None,No
SELECT DISTINCT category FROM products;,None,No
"INSERT INTO users (username, password) VALUES ('newuser', 'securepass');",None,No
SELECT AVG(price) FROM products WHERE category_id = 4;,None,No
SELECT * FROM invoices WHERE customer_id = 3 AND paid = false;,None,No
UPDATE inventory SET stock = stock - 1 WHERE product_id = 100;,None,No
SELECT * FROM sessions WHERE last_activity > NOW() - INTERVAL 30 MINUTE;,None,No
SELECT * FROM transactions WHERE transaction_date BETWEEN '2023-01-01' AND '2023-12-31';,None,No
"INSERT INTO feedback (user_id, comment) VALUES (1, 'Great service!');",None,No
SELECT * FROM customers WHERE country = 'USA';,None,No
DELETE FROM carts WHERE user_id = 5 AND cart_status = 'empty';,None,No
SELECT MAX(salary) FROM employees WHERE department_id = 3;,None,No
SELECT * FROM products WHERE price BETWEEN 10 AND 50;,None,No
UPDATE users SET email = 'john.doe@example.com' WHERE user_id = 1;,None,No
SELECT product_name FROM products WHERE rating >= 4.5;,None,No
SELECT * FROM logs WHERE action = 'login' ORDER BY timestamp DESC;,None,No
SELECT * FROM payments WHERE payment_method = 'credit_card';,None,No
"INSERT INTO orders (customer_id, product_id, quantity) VALUES (2, 50, 3);",None,No
SELECT * FROM employees WHERE active = true;,None,No
DELETE FROM users WHERE last_login < '2022-01-01';,None,No
SELECT * FROM categories WHERE parent_id IS NULL;,None,No
"SELECT username FROM users WHERE id IN (1, 2, 3);",None,No
UPDATE products SET price = price * 1.10 WHERE category_id = 1;,None,No
SELECT * FROM orders WHERE order_total > 100;,None,No
SELECT * FROM users WHERE registration_date > '2024-01-01';,None,No
"INSERT INTO transactions (user_id, amount, date) VALUES (1, 200.00, NOW());",None,No
SELECT * FROM products WHERE supplier_id = 5 AND available = true;,None,No
SELECT COUNT(*) FROM customers WHERE signup_date BETWEEN '2023-01-01' AND '2023-12-31';,None,No
SELECT * FROM products WHERE brand = 'Apple';,None,No
"SELECT user_id, COUNT(*) AS order_count FROM orders GROUP BY user_id;",None,No
UPDATE customers SET last_login = NOW() WHERE user_id = 1;,None,No
SELECT * FROM invoices WHERE status = 'paid';,None,No
DELETE FROM users WHERE user_role = 'guest';,None,No
SELECT MIN(price) FROM products WHERE category_id = 2;,None,No
SELECT * FROM sessions WHERE user_id = 4 AND active = true;,None,No
SELECT DISTINCT product_id FROM orders WHERE user_id = 3;,None,No
"INSERT INTO products (name, price, category_id) VALUES ('New Product', 99.99, 1);",None,No
SELECT * FROM orders WHERE customer_id = 2 AND order_date > '2023-01-01';,None,No
UPDATE products SET in_stock = false WHERE id = 20;,None,No
SELECT * FROM users WHERE created_at < '2024-01-01';,None,No
SELECT COUNT(*) FROM employees WHERE position = 'Developer';,None,No
SELECT * FROM logs WHERE log_type = 'error' AND timestamp > '2024-01-01';,None,No
DELETE FROM orders WHERE order_date < '2022-01-01';,None,No
SELECT * FROM feedback WHERE rating >= 4;,None,No
SELECT user_id FROM payments WHERE amount > 100;,None,No
"INSERT INTO users (username, email) VALUES ('new_user', 'new_user@example.com');",None,No
"SELECT product_name, price FROM products WHERE discontinued = false;",None,No
SELECT AVG(rating) FROM reviews WHERE product_id = 15;,None,No
UPDATE accounts SET balance = balance + 100 WHERE account_id = 3;,None,No
SELECT * FROM orders WHERE shipping_method = 'express';,None,No
SELECT * FROM categories WHERE is_active = true;,None,No
SELECT * FROM payments WHERE payment_status = 'pending';,None,No
DELETE FROM carts WHERE updated_at < NOW() - INTERVAL 30 DAY;,None,No
SELECT * FROM users WHERE email LIKE '%@example.com';,None,No
SELECT COUNT(DISTINCT customer_id) FROM orders;,None,No
"INSERT INTO transactions (user_id, amount, transaction_date) VALUES (2, 150.00, NOW());",None,No
SELECT * FROM sessions WHERE session_id = 'xyz';,None,No
SELECT * FROM invoices WHERE due_date < NOW();,None,No
SELECT * FROM products WHERE quantity > 0 ORDER BY price ASC;,None,No
DELETE FROM products WHERE created_at < '2020-01-01';,None,No
SELECT * FROM customers WHERE phone_number IS NOT NULL;,None,No
"SELECT first_name, last_name FROM employees WHERE department_id = 2;",None,No
UPDATE orders SET status = 'completed' WHERE order_id = 5;,None,No
SELECT * FROM products WHERE release_date > '2023-01-01';,None,No
DELETE FROM sessions WHERE user_id = 6;,None,No
SELECT MAX(order_total) FROM orders WHERE customer_id = 3;,None,No
SELECT * FROM invoices WHERE payment_method = 'bank_transfer';,None,No
"INSERT INTO customers (first_name, last_name) VALUES ('Jane', 'Doe');",None,No
SELECT * FROM products WHERE rating IS NOT NULL;,None,No
SELECT product_id FROM orders WHERE quantity >= 10;,None,No
UPDATE users SET last_name = 'Smith' WHERE user_id = 4;,None,No
SELECT * FROM transactions WHERE status = 'failed';,None,No
SELECT COUNT(*) FROM orders WHERE order_date BETWEEN '2024-01-01' AND '2024-12-31';,None,No
DELETE FROM carts WHERE user_id = 2;,None,No
SELECT * FROM categories WHERE is_featured = true;,None,No
"SELECT user_id, SUM(amount) FROM payments GROUP BY user_id;",None,No
"INSERT INTO feedback (user_id, product_id, comment) VALUES (3, 2, 'Loved it!');",None,No
SELECT MIN(stock) FROM products WHERE category_id = 1;,None,No
SELECT * FROM orders WHERE created_at < '2023-12-31';,None,No
UPDATE inventory SET stock = stock + 5 WHERE product_id = 15;,None,No
"SELECT * FROM users WHERE user_id IN (1, 2, 3);",None,No
"SELECT * FROM invoices WHERE status IN ('pending', 'overdue');",None,No
DELETE FROM logs WHERE log_date < NOW() - INTERVAL 1 YEAR;,None,No
SELECT * FROM sessions WHERE created_at >= NOW() - INTERVAL 7 DAY;,None,No
SELECT product_name FROM products WHERE price > 0 ORDER BY price DESC;,None,No
SELECT * FROM employees WHERE first_name LIKE 'A%';,None,No
"INSERT INTO transactions (user_id, amount, transaction_date) VALUES (3, 250.00, '2024-05-10');",None,No
SELECT * FROM customers WHERE address LIKE '%Main St%';,None,No
SELECT * FROM orders WHERE customer_id = 4 AND order_total > 50;,None,No
SELECT COUNT(*) FROM products WHERE stock > 0;,None,No
UPDATE accounts SET account_status = 'inactive' WHERE last_login < NOW() - INTERVAL 1 YEAR;,None,No
SELECT table_name FROM information_schema.tables WHERE table_schema = 'public';,Metadata-based Injection,No
SELECT column_name FROM information_schema.columns WHERE table_name = 'users';,Metadata-based Injection,No
SELECT COUNT(*) FROM information_schema.tables WHERE table_schema = 'sales';,Metadata-based Injection,No
SELECT * FROM information_schema.views WHERE table_schema = 'marketing';,Metadata-based Injection,No
SELECT * FROM information_schema.tables WHERE table_schema = 'hr' AND table_type = 'BASE TABLE';,Metadata-based Injection,No
SELECT data_type FROM information_schema.columns WHERE table_name = 'products';,Metadata-based Injection,No
SELECT * FROM information_schema.routines WHERE routine_type = 'FUNCTION';,Metadata-based Injection,No
SELECT * FROM information_schema.tables WHERE table_name LIKE '%orders%';,Metadata-based Injection,No
SELECT COLUMN_NAME FROM information_schema.columns WHERE table_name = 'employees';,Metadata-based Injection,No
"SELECT table_name, column_name FROM information_schema.columns WHERE table_schema = 'public';",Metadata-based Injection,No
SELECT * FROM information_schema.key_column_usage WHERE table_name = 'orders';,Metadata-based Injection,No
"SELECT * FROM information_schema.schemata WHERE schema_name NOT IN ('information_schema', 'pg_catalog');",Metadata-based Injection,No
SELECT * FROM information_schema.columns WHERE table_schema = 'inventory' AND column_name = 'stock';,Metadata-based Injection,No
SELECT * FROM information_schema.tables WHERE table_catalog = 'my_database';,Metadata-based Injection,No
SELECT * FROM information_schema.table_constraints WHERE table_name = 'users';,Metadata-based Injection,No
SELECT * FROM information_schema.tables WHERE table_schema = 'public' AND table_type = 'VIEW';,Metadata-based Injection,No
SELECT * FROM information_schema.routines WHERE routine_schema = 'public';,Metadata-based Injection,No
SELECT * FROM information_schema.views WHERE table_schema = 'sales';,Metadata-based Injection,No
SELECT * FROM information_schema.table_constraints WHERE constraint_type = 'PRIMARY KEY';,Metadata-based Injection,No
SELECT * FROM information_schema.table_privileges WHERE grantee = 'my_user';,Metadata-based Injection,No
"SELECT table_name FROM information_schema.tables WHERE table_schema IN ('public', 'information_schema');",Metadata-based Injection,No
SELECT column_name FROM information_schema.columns WHERE table_schema = 'sales' AND table_name = 'transactions';,Metadata-based Injection,No
SELECT COUNT(*) FROM information_schema.views WHERE table_schema = 'public';,Metadata-based Injection,No
"SELECT table_catalog, table_name FROM information_schema.tables WHERE table_type = 'BASE TABLE';",Metadata-based Injection,No
SELECT * FROM information_schema.columns WHERE table_name = 'products' AND ordinal_position < 5;,Metadata-based Injection,No
SELECT table_name FROM information_schema.tables WHERE table_schema = 'public' ORDER BY table_name;,Metadata-based Injection,No
SELECT * FROM information_schema.key_column_usage WHERE table_name = 'employees' AND table_schema = 'hr';,Metadata-based Injection,No
SELECT COUNT(DISTINCT table_name) FROM information_schema.tables WHERE table_type = 'BASE TABLE';,Metadata-based Injection,No
SELECT * FROM information_schema.check_constraints WHERE constraint_schema = 'public';,Metadata-based Injection,No
SELECT * FROM information_schema.column_privileges WHERE table_name = 'users';,Metadata-based Injection,No
SELECT * FROM information_schema.tables WHERE table_schema = 'public' AND table_name NOT LIKE 'temp_%';,Metadata-based Injection,No
"SELECT * FROM information_schema.table_constraints WHERE table_name IN ('orders', 'customers');",Metadata-based Injection,No
SELECT * FROM information_schema.columns WHERE table_name = 'products' AND column_name LIKE '%price%';,Metadata-based Injection,No
SELECT * FROM information_schema.routines WHERE routine_type = 'PROCEDURE' AND specific_schema = 'public';,Metadata-based Injection,No
SELECT COUNT(*) FROM information_schema.tables WHERE table_schema = 'public' AND table_type = 'VIEW';,Metadata-based Injection,No
SELECT * FROM information_schema.table_privileges WHERE grantee = 'app_user' AND table_name = 'payments';,Metadata-based Injection,No
"SELECT * FROM information_schema.tables WHERE table_schema = 'inventory' AND table_name NOT IN ('items', 'suppliers');",Metadata-based Injection,No
SELECT * FROM information_schema.routines WHERE routine_schema = 'public' AND routine_name LIKE 'get_%';,Metadata-based Injection,No
SELECT * FROM information_schema.columns WHERE table_schema = 'sales' AND is_nullable = 'NO';,Metadata-based Injection,No
SELECT * FROM information_schema.table_constraints WHERE constraint_type = 'FOREIGN KEY' AND table_name = 'orders';,Metadata-based Injection,No
SELECT * FROM information_schema.tables WHERE table_schema = 'public' AND table_type = 'BASE TABLE' ORDER BY table_name;,Metadata-based Injection,No
"SELECT column_name, data_type FROM information_schema.columns WHERE table_name = 'employees' AND table_schema = 'hr';",Metadata-based Injection,No
"SELECT table_name FROM information_schema.tables WHERE table_schema NOT IN ('information_schema', 'pg_catalog') ORDER BY table_name;",Metadata-based Injection,No
SELECT COUNT(*) FROM information_schema.key_column_usage WHERE table_name = 'orders' AND table_schema = 'public';,Metadata-based Injection,No
SELECT * FROM information_schema.check_constraints WHERE constraint_name = 'fk_customer_id';,Metadata-based Injection,No
SELECT * FROM information_schema.tables WHERE table_catalog = 'my_database' AND table_schema = 'sales';,Metadata-based Injection,No
"SELECT column_name, character_maximum_length FROM information_schema.columns WHERE table_name = 'products';",Metadata-based Injection,No
SELECT * FROM information_schema.views WHERE table_schema = 'public' AND view_definition LIKE '%SELECT%';,Metadata-based Injection,No
SELECT * FROM information_schema.table_privileges WHERE table_schema = 'hr' AND privilege_type = 'SELECT';,Metadata-based Injection,No
SELECT * FROM information_schema.routines WHERE routine_schema = 'public' AND data_type = 'void';,Metadata-based Injection,No
SELECT * FROM information_schema.columns WHERE table_name = 'transactions' AND is_nullable = 'YES';,Metadata-based Injection,No
"SELECT * FROM information_schema.tables WHERE table_name IN ('users', 'orders');",Metadata-based Injection,No
SELECT COUNT(*) FROM information_schema.tables WHERE table_schema = 'sales' AND table_type = 'VIEW';,Metadata-based Injection,No
SELECT * FROM information_schema.key_column_usage WHERE table_name = 'products' AND column_name = 'product_id';,Metadata-based Injection,No
SELECT * FROM information_schema.tables WHERE table_name LIKE '%history%' AND table_schema = 'public';,Metadata-based Injection,No
SELECT * FROM information_schema.check_constraints WHERE table_name = 'orders' AND constraint_schema = 'public';,Metadata-based Injection,No
SELECT * FROM information_schema.routines WHERE routine_name LIKE 'proc_%';,Metadata-based Injection,No
SELECT column_name FROM information_schema.columns WHERE table_name = 'feedback' AND ordinal_position > 3;,Metadata-based Injection,No
SELECT COUNT(*) FROM information_schema.tables WHERE table_schema = 'public' AND table_type = 'BASE TABLE';,Metadata-based Injection,No
SELECT * FROM information_schema.table_constraints WHERE table_schema = 'inventory' AND constraint_type = 'PRIMARY KEY';,Metadata-based Injection,No
SELECT table_name FROM information_schema.tables WHERE table_schema = 'public' AND table_name LIKE 'user_%';,Metadata-based Injection,No
SELECT column_name FROM information_schema.columns WHERE table_schema = 'sales' AND table_name = 'invoices';,Metadata-based Injection,No
"SELECT table_name, table_rows FROM information_schema.tables WHERE table_schema = 'public';",Metadata-based Injection,No
SELECT * FROM information_schema.key_column_usage WHERE table_schema = 'hr' AND constraint_name LIKE 'pk_%';,Metadata-based Injection,No
SELECT * FROM information_schema.tables WHERE table_type = 'VIEW' AND table_schema = 'marketing';,Metadata-based Injection,No
"SELECT column_name, is_nullable FROM information_schema.columns WHERE table_name = 'customers';",Metadata-based Injection,No
SELECT * FROM information_schema.table_privileges WHERE table_schema = 'public' AND grantee = 'admin';,Metadata-based Injection,No
SELECT * FROM information_schema.check_constraints WHERE constraint_type = 'UNIQUE';,Metadata-based Injection,No
SELECT * FROM information_schema.tables WHERE table_schema = 'public' AND table_name NOT LIKE 'temp_%' ORDER BY table_name;,Metadata-based Injection,No
SELECT column_name FROM information_schema.columns WHERE table_schema = 'inventory' AND table_name = 'products';,Metadata-based Injection,No
SELECT COUNT(*) FROM information_schema.tables WHERE table_schema = 'finance';,Metadata-based Injection,No
SELECT * FROM information_schema.routines WHERE routine_type = 'FUNCTION' AND specific_schema = 'public';,Metadata-based Injection,No
SELECT * FROM information_schema.table_constraints WHERE table_name = 'orders' AND constraint_type = 'FOREIGN KEY';,Metadata-based Injection,No
SELECT * FROM information_schema.tables WHERE table_catalog = 'my_database' AND table_type = 'BASE TABLE';,Metadata-based Injection,No
"SELECT column_name, column_default FROM information_schema.columns WHERE table_name = 'users';",Metadata-based Injection,No
SELECT * FROM information_schema.views WHERE table_name LIKE '%summary%';,Metadata-based Injection,No
SELECT COUNT(*) FROM information_schema.column_privileges WHERE privilege_type = 'SELECT';,Metadata-based Injection,No
SELECT * FROM information_schema.tables WHERE table_schema = 'sales' AND table_name = 'transactions';,Metadata-based Injection,No
SELECT * FROM information_schema.check_constraints WHERE constraint_schema = 'public';,Metadata-based Injection,No
"SELECT * FROM information_schema.tables WHERE table_schema = 'public' AND table_name NOT IN ('settings', 'logs');",Metadata-based Injection,No
SELECT table_name FROM information_schema.tables WHERE table_schema = 'public' AND table_rows > 10;,Metadata-based Injection,No
"SELECT column_name, data_type FROM information_schema.columns WHERE table_schema = 'sales' AND table_name = 'transactions';",Metadata-based Injection,No
SELECT COUNT(*) FROM information_schema.tables WHERE table_schema = 'public' AND table_type = 'BASE TABLE' AND table_name NOT LIKE 'archive_%';,Metadata-based Injection,No
SELECT * FROM information_schema.key_column_usage WHERE table_schema = 'hr' AND referenced_table_name = 'departments';,Metadata-based Injection,No
SELECT * FROM information_schema.tables WHERE table_schema = 'inventory' AND table_type = 'VIEW' AND table_name LIKE 'vw_%';,Metadata-based Injection,No
"SELECT column_name, column_default, is_nullable FROM information_schema.columns WHERE table_name = 'customers';",Metadata-based Injection,No
SELECT * FROM information_schema.table_privileges WHERE table_name = 'products' AND privilege_type = 'UPDATE';,Metadata-based Injection,No
SELECT * FROM information_schema.check_constraints WHERE table_name = 'orders' AND constraint_name LIKE 'ck_%';,Metadata-based Injection,No
SELECT * FROM information_schema.tables WHERE table_schema = 'public' AND table_name NOT LIKE 'temp_%' ORDER BY table_name DESC;,Metadata-based Injection,No
"SELECT column_name, character_maximum_length FROM information_schema.columns WHERE table_name = 'employees' AND table_schema = 'hr';",Metadata-based Injection,No
SELECT COUNT(*) FROM information_schema.tables WHERE table_schema = 'public' AND table_name LIKE 'sales_%';,Metadata-based Injection,No
SELECT * FROM information_schema.routines WHERE routine_schema = 'public' AND routine_name NOT LIKE 'proc_%';,Metadata-based Injection,No
SELECT * FROM information_schema.table_constraints WHERE table_schema = 'sales' AND constraint_type = 'PRIMARY KEY';,Metadata-based Injection,No
SELECT column_name FROM information_schema.columns WHERE table_schema = 'inventory' AND table_name = 'products' AND is_nullable = 'NO';,Metadata-based Injection,No
SELECT COUNT(*) FROM information_schema.tables WHERE table_schema = 'hr' AND table_type = 'BASE TABLE';,Metadata-based Injection,No
SELECT * FROM information_schema.views WHERE view_definition LIKE '%FROM%';,Metadata-based Injection,No
SELECT COUNT(*) FROM information_schema.column_privileges WHERE privilege_type = 'INSERT';,Metadata-based Injection,No
SELECT * FROM information_schema.tables WHERE table_schema = 'public' AND table_name LIKE 'user_%' AND table_type = 'BASE TABLE';,Metadata-based Injection,No
SELECT * FROM information_schema.check_constraints WHERE table_name = 'products' AND constraint_schema = 'public';,Metadata-based Injection,No
SELECT * FROM information_schema.tables WHERE table_schema = 'sales' AND table_name NOT LIKE 'archive_%';,Metadata-based Injection,No
SELECT table_name FROM information_schema.tables WHERE table_schema = 'public' AND table_name NOT LIKE 'old_%';,Metadata-based Injection,No
"SELECT column_name, data_type FROM information_schema.columns WHERE table_schema = 'sales' AND table_name IN ('orders', 'invoices');",Metadata-based Injection,No
SELECT COUNT(*) FROM information_schema.tables WHERE table_schema = 'public' AND table_type = 'VIEW';,Metadata-based Injection,No
SELECT * FROM information_schema.key_column_usage WHERE table_schema = 'hr' AND table_name = 'employees';,Metadata-based Injection,No
SELECT * FROM information_schema.tables WHERE table_schema = 'inventory' AND table_type = 'BASE TABLE' ORDER BY table_name ASC;,Metadata-based Injection,No
"SELECT column_name, is_nullable FROM information_schema.columns WHERE table_name = 'transactions' AND table_schema = 'sales';",Metadata-based Injection,No
"SELECT * FROM information_schema.table_privileges WHERE table_schema = 'public' AND table_name = 'users' AND privilege_type IN ('SELECT', 'INSERT');",Metadata-based Injection,No
SELECT * FROM information_schema.check_constraints WHERE table_schema = 'public' AND constraint_type = 'CHECK';,Metadata-based Injection,No
SELECT * FROM information_schema.tables WHERE table_schema = 'public' AND table_name LIKE 'temp_%' ORDER BY table_name DESC;,Metadata-based Injection,No
"SELECT column_name, ordinal_position FROM information_schema.columns WHERE table_schema = 'sales' AND table_name = 'invoices';",Metadata-based Injection,No
SELECT COUNT(*) FROM information_schema.tables WHERE table_schema = 'public' AND table_type = 'BASE TABLE' AND table_name LIKE '%archive%';,Metadata-based Injection,No
SELECT * FROM information_schema.routines WHERE routine_schema = 'public' AND routine_type = 'PROCEDURE';,Metadata-based Injection,No
"SELECT * FROM information_schema.table_constraints WHERE table_name = 'customers' AND constraint_type IN ('PRIMARY KEY', 'FOREIGN KEY');",Metadata-based Injection,No
SELECT column_name FROM information_schema.columns WHERE table_schema = 'inventory' AND table_name = 'products' AND data_type = 'varchar';,Metadata-based Injection,No
SELECT COUNT(*) FROM information_schema.tables WHERE table_schema = 'hr' AND table_name NOT LIKE 'old_%';,Metadata-based Injection,No
SELECT * FROM information_schema.views WHERE table_schema = 'public' AND view_definition LIKE '%SELECT%';,Metadata-based Injection,No
SELECT COUNT(*) FROM information_schema.column_privileges WHERE table_name = 'products' AND privilege_type = 'UPDATE';,Metadata-based Injection,No
SELECT * FROM information_schema.tables WHERE table_schema = 'sales' AND table_name LIKE 'vw_%';,Metadata-based Injection,No
SELECT * FROM information_schema.check_constraints WHERE table_name = 'orders' AND constraint_name NOT LIKE 'pk_%';,Metadata-based Injection,No
SELECT * FROM information_schema.tables WHERE table_schema = 'public' AND table_name NOT LIKE '%temp%';,Metadata-based Injection,No
SELECT * FROM information_schema.tables WHERE table_schema = 'public' AND table_type = 'BASE TABLE' AND table_rows < 50;,Metadata-based Injection,No
"SELECT column_name, data_type FROM information_schema.columns WHERE table_schema = 'inventory' AND table_name = 'stock';",Metadata-based Injection,No
SELECT COUNT(*) FROM information_schema.tables WHERE table_schema = 'public' AND table_name LIKE 'log_%';,Metadata-based Injection,No
SELECT * FROM information_schema.key_column_usage WHERE table_name = 'purchases' AND table_schema = 'sales';,Metadata-based Injection,No
SELECT * FROM information_schema.tables WHERE table_schema = 'admin' AND table_type = 'VIEW' ORDER BY table_name;,Metadata-based Injection,No
"SELECT column_name, is_nullable FROM information_schema.columns WHERE table_name = 'clients' AND table_schema = 'public';",Metadata-based Injection,No
SELECT * FROM information_schema.table_privileges WHERE table_schema = 'sales' AND table_name = 'transactions' AND privilege_type = 'DELETE';,Metadata-based Injection,No
SELECT * FROM information_schema.check_constraints WHERE table_name = 'employees' AND constraint_name LIKE 'fk_%';,Metadata-based Injection,No
SELECT * FROM information_schema.tables WHERE table_schema = 'public' AND table_name NOT LIKE 'temp_%' ORDER BY table_rows DESC;,Metadata-based Injection,No
"SELECT column_name, character_maximum_length FROM information_schema.columns WHERE table_schema = 'hr' AND table_name = 'positions';",Metadata-based Injection,No
SELECT COUNT(*) FROM information_schema.tables WHERE table_schema = 'public' AND table_type = 'VIEW' AND table_name LIKE '%report%';,Metadata-based Injection,No
SELECT * FROM information_schema.routines WHERE routine_schema = 'public' AND routine_type = 'FUNCTION' AND routine_name LIKE 'get_%';,Metadata-based Injection,No
SELECT * FROM information_schema.table_constraints WHERE table_schema = 'finance' AND constraint_type = 'UNIQUE';,Metadata-based Injection,No
SELECT column_name FROM information_schema.columns WHERE table_schema = 'inventory' AND table_name = 'items' AND data_type = 'int';,Metadata-based Injection,No
SELECT COUNT(*) FROM information_schema.tables WHERE table_schema = 'sales' AND table_name NOT LIKE 'temp_%';,Metadata-based Injection,No
SELECT * FROM information_schema.views WHERE table_schema = 'public' AND view_definition LIKE '%JOIN%';,Metadata-based Injection,No
SELECT COUNT(*) FROM information_schema.column_privileges WHERE table_schema = 'public' AND privilege_type = 'UPDATE';,Metadata-based Injection,No
SELECT * FROM information_schema.tables WHERE table_schema = 'hr' AND table_name LIKE 'employee_%';,Metadata-based Injection,No
SELECT * FROM information_schema.check_constraints WHERE table_name = 'projects' AND constraint_type = 'FOREIGN KEY';,Metadata-based Injection,No
"SELECT * FROM information_schema.tables WHERE table_schema = 'public' AND table_name NOT IN ('settings', 'logs');",Metadata-based Injection,No
SELECT table_name FROM information_schema.tables WHERE table_schema = 'public' AND table_name NOT LIKE 'old_%' AND table_type = 'BASE TABLE';,Metadata-based Injection,No
"SELECT column_name, data_type FROM information_schema.columns WHERE table_schema = 'sales' AND table_name = 'sales_data';",Metadata-based Injection,No
SELECT COUNT(*) FROM information_schema.tables WHERE table_schema = 'admin' AND table_name LIKE 'temp_%';,Metadata-based Injection,No
SELECT * FROM information_schema.key_column_usage WHERE table_name = 'invoices' AND table_schema = 'sales';,Metadata-based Injection,No
SELECT * FROM information_schema.tables WHERE table_schema = 'inventory' AND table_type = 'BASE TABLE' ORDER BY table_name ASC LIMIT 5;,Metadata-based Injection,No
"SELECT column_name, is_nullable FROM information_schema.columns WHERE table_name = 'clients' AND table_schema = 'public';",Metadata-based Injection,No
"SELECT * FROM information_schema.table_privileges WHERE table_schema = 'sales' AND table_name = 'products' AND privilege_type IN ('SELECT', 'UPDATE');",Metadata-based Injection,No
SELECT * FROM information_schema.check_constraints WHERE table_name = 'employees' AND constraint_name NOT LIKE 'pk_%';,Metadata-based Injection,No
SELECT * FROM information_schema.tables WHERE table_schema = 'public' AND table_name NOT LIKE 'old_%' ORDER BY table_rows DESC LIMIT 10;,Metadata-based Injection,No
"SELECT column_name, character_maximum_length FROM information_schema.columns WHERE table_schema = 'hr' AND table_name = 'departments';",Metadata-based Injection,No
SELECT COUNT(*) FROM information_schema.tables WHERE table_schema = 'public' AND table_type = 'VIEW' AND table_name LIKE '%summary%';,Metadata-based Injection,No
SELECT * FROM information_schema.routines WHERE routine_schema = 'public' AND routine_type = 'FUNCTION' AND routine_name LIKE 'set_%';,Metadata-based Injection,No
SELECT * FROM information_schema.table_constraints WHERE table_schema = 'finance' AND constraint_type = 'CHECK';,Metadata-based Injection,No
SELECT column_name FROM information_schema.columns WHERE table_schema = 'inventory' AND table_name = 'stock_items' AND data_type = 'decimal';,Metadata-based Injection,No
SELECT COUNT(*) FROM information_schema.tables WHERE table_schema = 'sales' AND table_name NOT LIKE 'temp_%';,Metadata-based Injection,No
SELECT * FROM information_schema.views WHERE table_schema = 'public' AND view_definition LIKE '%WHERE%';,Metadata-based Injection,No
SELECT COUNT(*) FROM information_schema.column_privileges WHERE table_schema = 'public' AND privilege_type = 'DELETE';,Metadata-based Injection,No
SELECT * FROM information_schema.tables WHERE table_schema = 'hr' AND table_name LIKE 'employee_%' AND table_type = 'BASE TABLE';,Metadata-based Injection,No
SELECT * FROM information_schema.check_constraints WHERE table_name = 'projects' AND constraint_type = 'UNIQUE';,Metadata-based Injection,No
"SELECT * FROM information_schema.tables WHERE table_schema = 'public' AND table_name NOT IN ('archive', 'log');",Metadata-based Injection,No
